feature_name,seed_phrase,weight
Location,station able walk,-0.0930
Service,front desk returned,-0.1048
Comfort,room located ground,0.0610
Service,restaurant front,0.7773
Comfort,street noise noise,-0.0680
Service,service wait staff,0.7765
Cleanliness,spotless bathroom,0.4262
Comfort,breakfast room bright,0.6410
Location,station means,0.2269
Service,pleasant helpful staff,0.8510
Location,station tube heathrow,0.3026
Comfort,beds good pillows,0.7002
Service,staff quite helpful,0.5340
Comfort,london room air,0.2483
Comfort,meant room,0.0122
Service,location helpful staff,0.8263
Location,location helpful staff,0.8263
Location,location convenient great,0.7180
Comfort,hear much noise,0.3368
Comfort,much noise room,-0.1243
Service,helpful pleasant staff,0.8507
Comfort,room facing back,0.4969
Comfort,rooms group,0.0265
Service,front desk delivered,0.1911
Service,reception staff like,0.7105
Comfort,noise bother us,0.2215
Comfort,air conditioning noise,0.5857
Comfort,two adjoining rooms,-0.1698
Comfort,family room rooms,0.9410
Comfort,double room available,-0.2507
Price,service charge bill,-0.3088
Service,desk staff consistently,0.3428
Price,experience worth,0.5109
Comfort,grill room,0.5782
Comfort,room full english,0.6177
Comfort,room ready offered,0.2226
Service,staff arrogant,-0.4797
Service,staff reception waiters,0.5878
Comfort,room park view,0.4053
Comfort,comfortable room noisy,0.3060
Comfort,bed bed could,-0.6255
Location,station tube close,0.3164
Service,staff friendly great,0.8869
Comfort,beds double,0.3185
Service,staff helpful go,0.7008
Comfort,part room quiet,0.2134
Service,service check good,0.5987
Location,tube station head,0.1071
Price,better value price,-0.1656
Price,hotels price value,0.4943
Comfort,room small nicely,0.6741
Location,first location convenient,0.5199
Service,service two,0.6433
Service,service reception would,-0.5449
Location,distance harrods,0.5695
Comfort,room tudor,0.7083
Comfort,themed room,0.3012
Comfort,room hot needed,-0.1406
Location,location right trafalgar,0.5531
Comfort,rooms generally,0.3379
Location,excellent central location,0.7160
Location,fabulous location walk,0.7832
Service,modern front desk,0.7049
Location,location trafalgar square,0.3899
Location,location trafalgar,0.3899
Location,location absolutely perfect,0.7550
Location,square minute walk,0.3168
Comfort,microwave fridge room,0.6736
Location,area everything,0.3946
Location,better location price,0.1724
Price,better location price,0.1724
Comfort,room floor views,0.3665
Service,courtesy front desk,0.6639
Comfort,umbrella room,0.2096
Location,station charing,0.2872
Location,station charing cross,0.2872
Location,looking central location,0.6218
Service,front desk hit,-0.2388
Location,great location room,0.7852
Comfort,great location room,0.7852
Service,front desk add,0.5403
Location,convenient location perfect,0.7901
Location,perfect location right,0.6246
Service,front desk ladies,0.3401
Comfort,room slightly smaller,-0.0359
Comfort,size hotel rooms,0.1968
Comfort,rooms triple,0.4127
Comfort,rooms another,0.4443
Service,bathroom staff,0.7136
Price,excellent deal price,0.5297
Comfort,noise control,0.3440
Comfort,room bare,-0.1012
Comfort,room long room,0.7194
Comfort,room comfortable heating,0.8318
Location,area rooms,0.4869
Comfort,area rooms,0.4869
Service,impressive staff helpful,0.7895
Comfort,request room change,0.0157
Service,service pleasant helpful,0.7924
Service,staff helpful location,0.7327
Location,staff helpful location,0.7240
Comfort,room smoking floor,0.0678
Location,victoria rail station,0.5198
Comfort,conditioning rooms,0.0089
Service,anniversary front desk,0.6590
Comfort,noisy night room,-0.4057
Location,station waterloo station,0.6937
Comfort,room none available,-0.0479
Comfort,rooms room cleaned,-0.2509
Service,desk drawers,-0.2891
Comfort,sleep due,-0.2796
Service,staff reception unhelpful,0.1012
Comfort,night room air,-0.5202
Location,location public,0.3463
Location,location public transportation,0.5092
Service,worn staff rude,-0.6844
Comfort,window fresh air,0.3200
Service,hour check service,0.1285
Location,stay location location,0.7208
Service,reservation desk staff,0.7486
Comfort,room difficult sleep,-0.5559
Service,staff helpful answered,0.5618
Comfort,bed pillows well,0.8918
Service,reservation staff helpful,0.7620
Comfort,rooms rooms price,0.4196
Comfort,nice rooms rooms,0.4879
Comfort,walked room room,0.1338
Service,reception desk usually,-0.0746
Service,front desk must,0.2503
Service,front desk local,-0.4017
Service,comfortable front desk,0.7219
Comfort,room definately,0.5780
Comfort,room using room,0.2549
Comfort,bed highlight room,0.8911
Location,location best part,0.6520
Service,small service staff,0.6955
Comfort,room yes,0.4193
Comfort,room sleep would,0.5509
Service,check time reception,0.5092
Location,distance main attractions,0.7151
Service,simple staff helpful,0.5532
Service,late checkout front,-0.1231
Service,front desk none,-0.7181
Comfort,room shower sink,-0.1179
Service,kind reception staff,0.7951
Service,super staff,0.8236
Location,opposite marylebone station,0.5719
Service,hotel beautiful staff,0.8539
Service,beautiful staff friendly,0.8735
Service,toast front desk,0.0614
Location,convenient marylebone station,-0.2559
Service,service door staff,0.4976
Service,reception staff aware,0.2724
Price,price half value,-0.2015
Price,rate landmark,0.5975
Location,marylebone tube,0.2536
Location,marylebone tube station,0.3708
Price,rates nights price,0.0257
Service,services charges,0.0572
Service,reception desk standing,0.1346
Service,front desk totally,-0.0175
Location,excellent location excellent,0.9257
Comfort,standard room comfortable,0.7900
Service,location staff friendly,0.7699
Service,staff looked,0.1707
Location,life tube station,0.5133
Service,check checkout good,0.7893
Service,service terrific staff,0.7772
Price,deal travel,0.6349
Service,reception staff upon,0.2181
Service,reception staff stated,0.2720
Location,tube station help,0.6854
Comfort,room bed floor,0.3732
Location,great location mins,0.9104
Location,area restaurant,0.6800
Location,distance key areas,0.4666
Service,reception area lovely,0.9057
Location,reception area lovely,0.9057
Comfort,allocated room floor,0.0345
Service,service concierge reception,0.5767
Service,smart reception staff,0.7786
Location,tube station situated,0.6498
Location,tube station bond,0.1908
Service,staff may,0.7067
Comfort,room terrace,0.4155
Service,staff training,0.3915
Service,checkout assistant manager,0.1024
Comfort,room true,0.3312
Service,service within,0.2748
Comfort,room public rooms,0.6795
Service,smooth staff,0.4860
Service,better service staff,0.5242
Comfort,king superior room,0.5158
Comfort,larger bed,0.4271
Service,service concierge services,-0.1633
Comfort,rooms corridors,0.1803
Service,front desk altogether,-0.1068
Service,professionalism staff,0.2717
Comfort,problems rooms,0.2797
Location,floor area,0.1375
Comfort,room based,0.4508
Service,staff hand check,0.6451
Comfort,bed room king,0.7440
Service,front desk regarding,0.3096
Service,staff check service,-0.3149
Service,reception someone,0.4081
Comfort,bed die,-0.2432
Comfort,til room,0.6068
Service,service phone service,-0.7873
Comfort,room poor air,-0.7927
Comfort,rooms impressed rooms,0.6210
Price,rate star price,0.0407
Service,staff aloof,-0.0762
Service,house staff reception,0.5323
Comfort,touches room,0.5038
Service,service staff absolutely,0.6927
Comfort,hand room,0.8013
Service,standards service staff,0.9004
Service,staff arranged,0.5153
Service,front desk waitstaff,0.3732
Service,friendly helpful service,0.8609
Comfort,upgraded king room,0.1725
Location,stations within easy,0.4264
Service,service standard,0.4975
Service,standard staff,0.2410
Service,staff times,0.4119
Service,service excellent everyone,0.8493
Service,manager staff excellent,0.8109
Service,staff exceedingly,0.6533
Service,staff service ever,0.0995
Comfort,rooms small typical,0.2889
Comfort,rooms largest,0.2183
Comfort,room warm comfortable,0.7700
Location,distance tube centre,0.6521
Comfort,noise problems room,0.0846
Comfort,small room double,0.2970
Service,desk staff wanted,0.5837
Service,reception desk hours,-0.0375
Comfort,small refrigerator room,0.4151
Price,price compared,0.5550
Service,reception another,0.1457
Location,similar location,0.2351
Comfort,exceptional room,0.2561
Price,charge tray charge,-0.0331
Comfort,sweet sleeper bed,0.4700
Comfort,portable air conditioner,0.1886
Service,service acceptable staff,0.7256
Location,bed location,0.6653
Comfort,bed location,0.6653
Comfort,room guest rooms,0.6675
Service,lobby check desk,-0.1133
Service,front entrance,0.2010
Location,lounge areas,0.6432
Price,cheapest rate,0.3857
Location,station one station,0.3896
Price,london cost,0.2979
Service,desk staff uniformly,-0.0084
Comfort,hot air room,-0.3568
Service,service staff everything,0.7327
Service,staff park lane,0.5018
Price,worth price deal,0.3935
Location,walk location means,0.1369
Comfort,noise machine,0.0349
Comfort,room rooms left,-0.4027
Comfort,large comfortable room,0.7774
Location,areas floor,0.5572
Service,room service first,0.2439
Comfort,room service first,0.2439
Comfort,room visit,-0.0873
Service,danny front desk,0.5042
Comfort,bed fluffy pillows,0.7576
Service,morning service staff,0.5615
Service,manager staff members,0.2752
Price,far best value,0.8313
Comfort,bed large comfortable,0.5049
Location,good location quiet,0.5743
Service,great hotel staff,0.8319
Price,expensive price,0.2512
Service,service every night,0.3222
Service,comfortable staff service,0.8373
Location,convenient major,0.1074
Service,hotel car service,0.4665
Price,terrific value,0.8039
Comfort,beds comfortable ac,0.8189
Service,service staff service,0.7318
Comfort,night sleep bed,0.3749
Comfort,beds great pillows,0.8706
Comfort,noise also,0.2842
Service,reception staff shown,0.7304
Service,housekeeper front desk,0.6287
Price,value great deal,0.8831
Price,rate standard,0.5000
Comfort,bed soft pillows,0.3558
Comfort,room towels,-0.0079
Comfort,room location noise,-0.1199
Location,good neighborhood convenient,0.5554
Service,staff poor service,-0.5408
Service,complaint reception desk,-0.4385
Comfort,noise room acceptable,0.2643
Location,short walking distance,0.0314
Service,friendliness front desk,0.8260
Comfort,room rear hotel,0.2807
Location,location convenient pay,-0.1983
Service,hotel manager told,0.0777
Location,area convenient safe,0.4950
Service,enough reception staff,0.4961
Location,station distance,0.5705
Location,neighborhood great,0.5897
Comfort,dining rooms,0.7229
Service,ritz staff,0.6617
Service,service ritz,0.3167
Comfort,room flowers,0.5087
Comfort,public rooms room,0.7620
Comfort,rooms room huge,0.3542
Comfort,beds single room,-0.0805
Location,convenient location friendly,0.6765
Location,shower convenient location,0.9017
Comfort,room hot sleep,-0.0548
Service,warm reception staff,0.6782
Comfort,top room noisy,0.0774
Location,station one block,-0.1821
Comfort,bathroom air,0.6176
Service,reception first,0.1078
Service,staff failed,-0.1536
Service,floor reception,0.2250
Comfort,room expedia,0.2281
Service,professional service front,0.7478
Comfort,room room surprisingly,0.1609
Location,area quiet night,0.2051
Comfort,rooms beds fine,0.3923
Service,staff service etc,0.6998
Service,reception staff one,-0.2748
Comfort,room room located,-0.4284
Comfort,comfortable beds good,0.8982
Location,tube station seems,0.0957
Service,staff eager helpful,0.0049
Location,choice convenient location,0.7014
Service,safe staff,0.6281
Service,loved hotel staff,0.7394
Location,location perfect convenient,0.6091
Comfort,empty rooms,-0.1512
Comfort,room know room,0.2471
Comfort,fresh air rooms,0.4244
Comfort,room room doors,-0.0151
Comfort,luxury double room,0.3574
Comfort,room soho,0.6024
Location,location soho,0.5464
Service,desk staff managed,0.8700
Service,front desk code,-0.0040
Service,comfortable reception staff,0.9106
Comfort,bed comfortable plenty,0.6034
Service,manager entire staff,0.6101
Comfort,biggest rooms,0.3073
Comfort,spotlessly clean room,0.7503
Comfort,room basement level,0.2492
Comfort,breakfast room every,0.1750
Service,front desk last,-0.0431
Service,staff nice accomodating,0.4729
Location,area front,0.3686
Location,location five,0.5267
Service,front desk believe,0.4367
Comfort,breakfast room downstairs,0.5802
Service,reception desk eventually,0.2523
Service,desk staff sometimes,0.7352
Location,location close marble,0.6457
Location,area downstairs,0.5510
Service,front desk pointed,0.5536
Comfort,room received room,-0.4829
Service,reception staff people,0.6112
Comfort,didnt room,-0.1036
Service,service staff make,-0.0740
Comfort,value money rooms,0.5120
Price,value money rooms,0.5120
Location,view location,0.4072
Price,stay good deal,0.5829
Service,manager quite,-0.0165
Location,location might,0.1484
Service,free staff,0.4635
Comfort,pay room upgrade,0.1628
Price,deals available,0.2291
Comfort,dock room,0.0993
Service,manager refused,-0.4296
Service,chaos front desk,-0.2729
Comfort,spacious room room,0.7174
Service,reception staff checkout,-0.3021
Comfort,room spectacular view,0.0898
Comfort,rooms simply,-0.0364
Service,sort front desk,0.4562
Service,desk staff directed,-0.2602
Cleanliness,dirty carpets,-0.4732
Comfort,floor room view,0.2414
Comfort,standard rooms available,-0.1800
Comfort,rooms requested rooms,-0.0172
Service,nice service reception,0.4424
Service,check staff member,-0.2342
Service,reception staff concierges,0.8611
Location,square location,0.3777
Service,restaurant staff rude,-0.4595
Comfort,room facing rooms,0.5136
Comfort,great room quiet,0.5808
Location,amazing location,0.7809
Service,experience service,0.4420
Comfort,room bathroom large,0.6063
Service,staff downstairs,0.4877
Location,want great location,0.8297
Comfort,bar rooms,0.7525
Service,desk staff bad,-0.1798
Comfort,paid standard room,-0.1480
Service,odd front desk,-0.0397
Service,calls front desk,-0.0174
Service,rude people,0.0984
Comfort,room points,0.1154
Comfort,room comfortable reasonably,0.5799
Service,check staff never,0.1101
Comfort,mirror room,0.0004
Location,distance almost everything,0.2473
Comfort,windows rooms,0.2397
Comfort,polite room,0.6642
Price,price charge better,0.5357
Service,style service,0.4713
Location,hilton location,0.3277
Service,size staff,0.7300
Service,concierge staff extremely,0.0940
Comfort,room woke,-0.1764
Comfort,little rooms,0.5017
Comfort,room breakfast served,0.4362
Location,storage area,0.1217
Comfort,internal room,0.3526
Location,room walk around,0.0278
Service,hotel staff attentive,0.0588
Service,service desk one,-0.0813
Service,service room staff,0.3983
Comfort,rooms deluxe room,0.6821
Comfort,deluxe room comfortable,0.6999
Location,business location,0.5369
Comfort,cold air room,-0.1217
Service,nights staff helpful,0.6918
Comfort,dinning room,0.0131
Service,desk internet access,0.1246
Comfort,view room air,0.1567
Comfort,book room room,-0.1008
Service,staff helpful checkout,0.6847
Service,reception staff promptly,0.4275
Comfort,fantastic bed,0.8135
Comfort,interconnecting rooms,0.4617
Service,services fantastic staff,0.8102
Service,reception staff aloof,-0.3715
Service,hotel check desk,0.0528
Comfort,noise cold air,-0.3749
Location,friendly area,0.8726
Location,cool location,0.1502
Comfort,rooftop room,0.5836
Service,corner front desk,0.1983
Comfort,heating work,-0.0280
Service,staff reception generally,0.5406
Comfort,room heating working,-0.3023
Comfort,heating bathroom room,0.2163
Comfort,room badly,-0.1058
Comfort,double room breakfast,-0.1782
Comfort,noise room though,0.0221
Comfort,noise bed extremely,0.0586
Service,staff helpful best,0.8282
Comfort,beds tiny rooms,0.1200
Service,staff reception speak,-0.4366
Price,price guarantee,0.5017
Comfort,clean air conditioning,0.6416
Location,dodgy area,0.2088
Location,walk closest,0.0877
Service,service polite staff,0.7128
Service,front desk suspected,0.1027
Price,cost half price,0.0730
Comfort,room checking,0.3012
Location,downside distance tube,0.1935
Service,reception greeted,0.3785
Comfort,air conditioning window,-0.1907
Comfort,small rooms air,-0.0574
Comfort,room small cramped,0.0173
Service,desk fan,0.2150
Service,check service good,0.6054
Service,enough staff front,0.4214
Location,location poor,-0.3392
Service,reception desk old,-0.0276
Comfort,room new block,0.3607
Price,charges star prices,-0.2732
Comfort,room thistle,0.2034
Comfort,room overlooking park,0.3101
Comfort,window room room,-0.6047
Service,comfortable desk staff,0.8030
Comfort,bed room general,-0.2191
Comfort,room stuffy air,0.0696
Service,checkin check,0.2401
Service,knowledgeable reception staff,0.6554
Service,ground floor reception,0.2410
Service,service manager went,0.6339
Service,staff staff really,0.8363
Service,front desk refused,-0.4010
Service,staff provide,0.4922
Service,front desk hot,-0.4122
Service,floor reception area,0.3221
Location,floor reception area,0.3221
Location,enough tube station,0.7967
Service,reception helpful service,0.5696
Comfort,lifts room,0.0751
Comfort,noise disturb sleep,0.2490
Comfort,court room,0.0557
Service,desk manager refused,-0.7039
Comfort,inner room,0.0588
Service,manager michael,-0.0458
Service,beverage manager,0.1208
Service,reception first floor,0.4019
Comfort,rooms similar,0.2625
Service,reception offered,-0.1350
Service,reception staff wonderful,0.6839
Comfort,bed needed,0.1083
Service,desk people friendly,0.7822
Comfort,room fairly large,0.2485
Comfort,connecting rooms,0.3872
Service,positioned staff helpful,0.7190
Service,nice clean staff,0.8697
Comfort,comfortable pillows room,0.8058
Service,entire staff check,0.7808
Price,incredible deal,0.2081
Service,confirm front desk,-0.1222
Comfort,rooms rooms available,-0.3842
Service,lifts service,-0.2008
Comfort,beds great mattresses,-0.0343
Comfort,room fine air,0.3203
Comfort,adjacent room noise,0.6251
Service,bad staff rude,0.0193
Service,service reception really,-0.7388
Price,super cheap rate,0.8412
Service,reception desk help,0.4019
Comfort,beds bolted together,0.2178
Comfort,beds bolted,0.2178
Service,problems staff helpful,0.4836
Comfort,location room quiet,0.4967
Location,areas nice location,0.1821
Service,reception staff change,0.1699
Service,reception staff apologise,0.2380
Comfort,room impossible sleep,-0.4041
Price,rate quoted,-0.3366
Service,reception staff care,0.1907
Service,reception manager said,-0.4309
Comfort,daughter room,0.1708
Service,reception rang check,0.4339
Comfort,mattress mattress,-0.4272
Comfort,bed first room,0.0898
Service,tips reception staff,0.2154
Service,staff font desk,0.6101
Service,reception staff stand,0.9223
Service,outstanding service reception,0.7968
Service,reception checkin,0.4304
Service,front desk wish,0.4159
Comfort,room yet room,0.6872
Comfort,noise loud,0.0293
Comfort,room back building,0.0429
Comfort,sleep without,0.3699
Comfort,room phone room,-0.7808
Comfort,noise rooms pretty,0.7341
Comfort,nights family room,0.0259
Comfort,much air room,0.4161
Comfort,room new clean,0.3474
Comfort,double rooms rooms,-0.1958
Service,room front building,0.0811
Comfort,room front building,0.0811
Location,worried location,0.1483
Price,deal fantastic value,0.5886
Comfort,family room bed,-0.0614
Location,distance airport,0.3099
Service,reception one,0.1564
Price,good value eat,0.7969
Comfort,night noisy,-0.0576
Comfort,travelodge room,0.2873
Service,reception problem,0.0983
Comfort,room hot noise,0.0821
Comfort,noise expected,-0.1061
Location,room good location,0.7076
Comfort,room good location,0.7076
Location,garden location,0.4765
Service,front desk return,-0.0921
Service,borrow front desk,0.1524
Comfort,paid family room,0.2843
Comfort,room absolute,0.3302
Price,special rate cost,0.4634
Price,amp price,0.4060
Location,want central location,0.1985
Comfort,room keep room,0.1047
Location,bargain location,0.4513
Service,access front desk,0.1135
Comfort,clean room beds,0.6420
Comfort,room beds bathroom,-0.0437
Comfort,extra towels pillows,0.0740
Price,fantastic price,0.7693
Service,reception borrow,-0.2867
Service,price reception staff,0.0209
Cleanliness,spotless bathroom clean,0.7136
Comfort,room room reasonably,0.5446
Comfort,travelodge rooms,0.3068
Service,english reception staff,-0.0045
Location,station think,0.2952
Comfort,beds room keep,-0.0528
Comfort,bed singles,0.0384
Service,check desk rude,-0.4836
Comfort,exterior noise,0.4087
Price,saver rate,0.4702
Location,minute walk kings,0.4333
Price,value full price,0.4739
Comfort,half room,-0.3392
Location,travelodge location,0.4552
Comfort,room room terrible,-0.1990
Service,fine staff front,0.5717
Service,rude unhelpful reception,-0.6451
Comfort,cost room room,-0.0577
Location,opposite station,0.4130
Price,price good price,0.8473
Comfort,level noise,0.1187
Cleanliness,linen clean,0.6038
Comfort,phones room,-0.1249
Comfort,air conditioner working,0.2425
Cleanliness,tidy comfortable,0.8035
Service,staff say,0.1237
Comfort,room budget room,0.1293
Comfort,room millenium,0.0576
Comfort,room regular rooms,0.8010
Price,rate outstanding value,0.7921
Service,staff helpful ca,0.5655
Location,aldgate tube stations,0.3957
Comfort,rooms room would,0.1228
Price,prices restaurant,0.2324
Location,walk marylebone tube,0.1789
Price,value rate would,0.7732
Location,great location though,0.7113
Comfort,room smoking rooms,0.0791
Comfort,floor room noise,-0.1910
Service,job reception desk,0.6531
Comfort,noise heating,0.0556
Comfort,front room rooms,0.1342
Service,quick check staff,0.9133
Comfort,room noise sounded,0.1958
Comfort,noisy bed,-0.1444
Service,couple reception staff,-0.2401
Service,reception person,0.2703
Location,location convenient west,0.6176
Comfort,room room beautifully,0.5750
Service,staff waiting,0.4917
Service,check guy desk,0.8458
Location,convenient location safe,0.5456
Price,good rate per,0.7134
Comfort,plenty room walk,0.2570
Price,double charge,-0.2581
Service,desk manager telephoned,0.5635
Comfort,air room windows,0.0827
Cleanliness,dirty grimy,-0.7675
Location,great location lovely,0.8889
Comfort,room strange,-0.1372
Service,staff helpful promised,0.4303
Service,staff helpful far,0.6522
Service,helpfull reception staff,0.8783
Comfort,basin room,0.3010
Service,staff helpful said,0.2274
Service,couple front desk,0.6923
Comfort,entire room bed,-0.2164
Service,manager staff helpful,0.6781
Comfort,reviews rooms small,0.3437
Location,area hour,0.1320
Location,train station area,0.2277
Comfort,hotel rooms stayed,0.3096
Location,location washington,0.6295
Location,location location locationthe,0.7347
Service,member staff rude,-0.5182
Comfort,mattress lumpy,0.3040
Service,staff restaurant helpful,0.8464
Service,front desk wo,0.0722
Comfort,tiny room air,-0.4573
Location,location convenient go,0.3685
Comfort,beds room good,0.6915
Service,assistance reception desk,-0.3056
Comfort,bed sooo,0.6239
Comfort,bed sooo comfortable,0.6239
Comfort,booked queen room,0.3918
Service,towards reception desk,-0.0778
Service,reception reservation staff,0.3363
Location,location residential area,0.4125
Comfort,beds good mattresses,0.2889
Comfort,room cares room,0.6004
Service,atmosphere staff helpful,0.7431
Comfort,rooms beds bathrooms,0.4483
Service,reception desk problem,-0.5606
Service,staff helpful someone,0.4608
Location,thing convenient location,0.4404
Comfort,room noise hotel,0.1671
Service,desk wonderful helpful,0.7679
Service,staff helpful others,0.3744
Location,station area found,0.3810
Service,professional service,0.7136
Service,front desk terribly,-0.8156
Cleanliness,cozy clean,0.4678
Comfort,room shared room,0.5046
Location,location safe convenient,0.5016
Comfort,shower toilet room,0.6788
Comfort,room rates room,0.6216
Location,location chelsea,0.4804
Comfort,harbour view room,0.4069
Service,condition staff helpful,0.8149
Service,desk check room,0.1917
Service,office reception staff,-0.1755
Location,via rail station,0.1140
Comfort,bed room humongous,-0.6239
Service,full service bar,0.3891
Location,station walk train,0.5106
Location,shuttle train station,0.2167
Service,check moment check,0.6478
Service,moment check,0.6478
Comfort,room spacious nicely,0.6428
Comfort,room noise either,0.0980
Service,prepared service,0.6333
Service,well prepared service,0.6333
Service,front desk chloe,0.7988
Comfort,room hardwood,0.5470
Location,location old,0.6290
Location,location old montreal,0.6802
Comfort,included cost room,0.8276
Service,service excellent well,0.7831
Service,check check delivering,0.4754
Location,perfect location old,0.5818
Service,staff ready check,0.0772
Service,staff could done,0.5748
Comfort,room cooled room,0.7710
Location,port area,0.3497
Location,old port area,0.3132
Location,walk historic area,0.2419
Service,staff desk check,0.6486
Location,busy area convenient,0.9058
Comfort,room faced river,0.7017
Service,desk staff equally,0.4966
Location,location perfect exploring,0.6782
Service,manager unavailable staff,-0.6157
Location,hotel location old,0.7674
Comfort,attractive rooms,0.8004
Service,staff auberge,0.7207
Service,staff auberge du,0.7207
Service,big staff helpful,0.9254
Service,managers discussion staff,0.6369
Service,wine cheese reception,0.5294
Service,cheese reception bar,0.1591
Service,cheese reception,0.5094
Service,gorgeous staff,0.6689
Service,rooms gorgeous staff,0.8987
Comfort,rooms gorgeous staff,0.8987
Location,location see old,0.6583
Location,location see,0.4880
Comfort,room exposed,0.5737
Comfort,room exposed brick,0.6309
Location,montreal walk,0.3871
Service,service keeps service,0.4767
Comfort,noises street rooms,0.3802
Service,evelyn front desk,0.4974
Service,check woman front,0.1663
Location,port area montreal,0.5256
Location,area montreal,0.5396
Comfort,room darker noisy,0.7184
Location,distance old montreal,0.3087
Comfort,room room unless,-0.6732
Comfort,frankly room room,-0.6732
Location,price reasonable location,0.5696
Price,price reasonable location,0.5696
Service,year reception desk,0.7815
Comfort,room water noises,-0.1154
Service,services available basic,-0.1480
Service,basic maid service,-0.1480
Comfort,beds firm rooms,0.5106
Service,lot staff services,-0.4019
Service,staff services actually,-0.4019
Service,check email check,0.1875
Location,location convenient ended,0.4295
Location,downs location convenient,0.4295
Comfort,montreal room,0.2611
Comfort,montreal room sleep,0.6249
Service,desk checkout next,0.1531
Price,price would pay,0.5241
Service,furniture front desk,0.6369
Service,front desk takes,0.1263
Service,anyone front desk,0.2742
Service,front desk typical,0.6369
Comfort,beds rooms drainage,0.1484
Location,area metro,-0.1012
Service,ready reception desk,0.5253
Service,reception desk kindly,0.5782
Comfort,bed room argue,-0.3400
Service,useless front desk,0.3532
Service,desk manager replaced,0.8360
Comfort,air room least,0.5908
Price,price hotel deal,-0.6369
Price,hotel deal deal,-0.6369
Location,scotia location location,0.6124
Location,location location booked,0.6124
Comfort,air room unable,0.8854
Comfort,air public rooms,0.8854
Service,front desk particular,0.8097
Comfort,beds large rooms,0.7824
Comfort,rooms comfortable pillows,0.7351
Service,service gave,0.8401
Service,metro front desk,0.7783
Comfort,room room cleared,0.1027
Service,western customer service,0.6766
Service,reception desk candlewood,0.1027
Service,desk guy rude,-0.3503
Comfort,room room whew,0.9405
Service,recliner desk,0.2553
Location,convenient great location,0.6727
Service,want front desk,0.5275
Service,time check manager,-0.3071
Service,check manager accomodating,-0.3071
Service,ricky front desk,0.7783
Comfort,breakfast room though,0.0074
Comfort,room common,0.4865
Location,subway station across,0.3178
Location,walk sherbrooke,0.0038
Location,walk sherbrooke metro,0.0038
Location,walk metro,0.2360
Comfort,room tv rooms,0.5106
Service,reception desk front,-0.1875
Comfort,room noise picked,-0.1027
Comfort,noise bad rooms,0.8248
Service,separate desk staff,0.4823
Service,reception staff accomadating,0.9460
Location,sherbrooke metro station,0.4960
Location,street metro station,0.4694
Location,block metro station,0.0350
Location,convenient location metro,0.7774
Comfort,bed pillows hard,0.0846
Service,continental breakfast service,0.6457
Comfort,beds separate rooms,-0.1761
Comfort,rooms beds extremely,-0.1761
Comfort,separate rooms beds,-0.1761
Comfort,room quietest room,0.4019
Comfort,room house room,0.4019
Comfort,room friend room,0.5000
Comfort,noise enough,-0.1207
Price,exchange rate price,-0.5088
Price,rate price rooms,-0.5088
Location,metro station within,0.8274
Service,staff helpful every,0.5438
Service,reception desk recommendations,0.4404
Location,plateau area,0.3125
Comfort,least expensive room,-0.0115
Service,fernanda front desk,0.9593
Location,location convenient exploring,0.4348
Location,walk neighborhoods metro,0.2500
Location,easy walk neighborhoods,0.2500
Location,location sherbrooke,0.7134
Comfort,room placement noise,-0.4767
Service,home staff helpful,0.5820
Comfort,standard room rooms,-0.3045
Comfort,room rooms much,-0.1164
Service,ft front desk,0.4310
Location,location walk anywhere,0.6467
Service,desk ready check,0.3134
Service,desk manager feel,0.5759
Service,front desk rang,-0.1874
Service,effect front desk,0.4215
Service,desk manager saturday,-0.5267
Service,front desk unconcerned,-0.6940
Comfort,time room beds,0.8861
Location,walk crescent area,0.2584
Comfort,rooms floors apart,-0.3457
Service,front desk alone,-0.2500
Location,distance downtown area,0.6265
Service,reception maids service,0.4404
Price,price canadian worth,-0.1695
Service,desk staff overwhelmed,0.1280
Comfort,differant rooms rooms,0.7184
Service,reception desk advice,0.5719
Service,referred reception desk,0.5719
Comfort,noise buses room,-0.4932
Location,close bus station,0.1856
Service,desk staff provided,0.5091
Price,rates value money,0.7386
Comfort,room bed bigger,0.9200
Service,helpful courteous front,0.4677
Location,bus station area,0.8979
Location,station area town,0.8979
Service,staff rude except,-0.4588
Comfort,room broken rooms,-0.6486
Price,holiday rate,0.1085
Service,bonjour front desk,0.7684
Location,possible walk tube,-0.6808
Service,service top staff,0.4520
Comfort,compressor noise ac,-0.3182
Comfort,noise ac two,-0.3182
Service,desk staff internet,0.1027
Location,walk downhill,0.3419
Service,check process front,0.0772
Service,process front desk,0.0772
Price,rate days,-0.2561
Price,higher rate days,-0.2561
Price,price deal made,0.3400
Service,air front desk,0.3400
Service,front desk minute,0.1531
Location,clean central location,0.8490
Service,staff good services,0.9447
Comfort,part room beds,0.6369
Cleanliness,clean acceptable,0.6124
Cleanliness,room clean acceptable,0.6124
Comfort,room clean acceptable,0.6124
Cleanliness,dirty heap dirty,-0.8225
Service,front desk inform,-0.7194
Comfort,room rooms husband,-0.2960
Comfort,night comfortable bed,0.5106
Comfort,rooms great air,0.6249
Comfort,room bad beds,-0.0451
Service,front desk smtp,0.9598
Comfort,air yes air,0.9125
Service,gentelman front desk,0.5252
Location,areas around,-0.1213
Service,desk staff amazingly,0.5975
Comfort,open room smell,-0.2384
Location,find location convenient,0.6369
Service,staff rude blank,0.7783
Location,nearest metro station,0.0493
